name,symptom,drug
淋巴丝虫病,"['急腹症', '乳糜胸', '腹泻', '腹水', '腹痛', '低热', '畏寒', '角膜炎', '乳糜尿', '腹膜炎']","['盐酸左旋咪唑丸', '阿苯达唑片', '盐酸左旋咪唑片', '盐酸左旋咪唑宝塔糖']"
经行舌麻,"['恶性贫血', '舌痛', '舌咽神经痛或其...', '维生素缺乏']","['阿司匹林片', '阿咖酚散', '麝香壮骨膏', '布洛芬片', '复方乙酰水杨酸片', '对乙酰氨基酚栓', '去痛片', '三七伤药片']"
膀胱憩室,"['尿痛', '尿频', '血尿', '骶骨发育不良', '便秘', '排尿困难及尿潴留', '肾功能衰竭', '尿急']","['肾石通丸', '尿路通胶囊', '肾石通颗粒', '排石颗粒', '净石灵胶囊', '荡石片']"
经行头痛,"['情绪性头痛', '牵引性头痛', '头痛为搏动性']","['清凉油', '感冒清胶囊', '对乙酰氨基酚缓释片', '清眩片', '对乙酰氨基酚口服溶液', '夏桑菊颗粒', '氯芬黄敏片', '布洛芬缓释胶囊', '甲芬那酸片', '川芎茶调颗粒', '感冒咳嗽颗粒', '牛黄解毒丸', '酚咖片', '风油精', '天麻素胶囊', '建曲', '藿香正气片', '脉络舒通颗粒', '愈风宁心滴丸', '元胡止痛胶囊']"
膀胱上内疝,"['尿频', '膀胱刺激征', '下腹疼痛', '腹胀', '尿急']","['十香暖脐膏', '济生橘核丸', '茴香橘核丸', '十香丸', '参桂理中丸', '小儿暖脐膏']"
弥漫性筋膜炎,"['嗜酸性粒细胞增多', '肩背部肌肉痛', '肌肉酸痛', '骨膜炎', '乏力', '低热', '蛋白尿', '四肢屈侧出现橘...', '筋膜疼痛']","['麝香接骨胶囊', '氯唑沙宗片', '复方水杨酸甲酯乳膏', '四妙丸']"
经行泄水,"['经期浮肿', '月经量多', '经期肿胀']","['四物颗粒', '加味逍遥丸', '经血宁胶囊', '妇月康胶囊', '气血和胶囊', '妇康宁片', '少腹逐瘀丸', '妇科调经片', '妇科养荣丸', '暖宫七味丸', '宁坤丸', '逍遥丸', '乳核内消液', '益母草膏', '妇康宝口服液', '妇康片', '坤宁颗粒', '新生化颗粒', '调经促孕丸', '鹿胎胶囊', '益母草颗粒']"
Pancoast综合征,"['毓卓', '眼球内陷', '腋窝痛', '眼睑下垂', '瞳孔变形', '上肢麻木', '持续性剧烈的肩痛']","['氟尿嘧啶注射液', '汉防己甲素片', '威麦宁胶囊', '西黄丸', '肿节风胶囊', '消癌平片', '消癌平胶囊', '复方斑蝥胶囊', '阿魏化痞膏', '复方万年青胶囊', '清肺散结丸', '紫龙金片', '鲑降钙素注射液', '鹤蟾片', '转移因子口服溶液']"
膀胱嗜铬细胞瘤,"['面色苍白', '血尿', '糖尿', '晕厥']","['盐酸酚苄明片', '盐酸普萘洛尔片', '阿替洛尔片', '乌拉地尔缓释片']"
惊风,"['驻站医', '婴儿睡觉惊跳', '阵发性或强直性惊厥', '抽搐', '脑膜炎', '惊厥']","['牛黄抱龙丸', '体外培育牛黄', '醒脑安神片', '痫愈胶囊', '羚羊清肺散', '静灵口服液', '氟哌啶醇片', '盐酸硫必利片', '牛黄清心丸', '苯妥英钠片', '紫雪']"
外阴白化病,"['驻站医', '近视散光', '流泪', '畏光', '眼球震颤']","['氟尿嘧啶软膏', '氟尿嘧啶乳膏', '洁阴止痒洗液', '肤阴洁液', '短棒状杆菌制剂']"
膀胱输尿管反流,"['继发性高血压', '慢性肾功能不全', '尿频', '脓尿', '乏力', '恶心', '继发感染', '尿痛', '尿急']",[]
阴茎结核,"['结节', '阴茎疼痛', '阴茎和阴囊水肿', '阴茎表浅性溃疡', '阴茎硬结']","['顺铂注射液', '注射用盐酸平阳霉素']"
精瘀证,"['精子不液化', '精索增粗肿胀', '睾丸胀痛', '精液带血', '测试', '低位腰痛', '精液量多', '输精管堵塞', '精液稠', '输精管疼痛']","['健阳片', '甲睾酮片', '回春酒', '蚕蛾公补片', '海马巴戟胶囊', '益肾灵颗粒', '脑灵素胶囊', '七鞭回春乐胶囊', '强阳保肾丸', '盐酸伐地那非片', '三肾丸', '他达拉非片', '补肾益气胶囊', '五子衍宗丸', '补肾斑龙片', '六味地黄丸']"
膀胱与尿道结石,"['膀胱结石', '尿痛', '尿频', '脓尿', '男性小便刺痛', '混浊尿', '剧痛', '尿流中断', '急性尿潴留', '尿急']","['金钱草颗粒', '十味诃子丸', '排石颗粒', '血尿胶囊', '复方金钱草颗粒', '荡石片', '枸橼酸氢钾钠颗粒', '琥珀消石颗粒', '叶金排石胶囊']"
α1-抗胰蛋白酶缺乏性脂膜炎,"['色素性皮损', '结节', '脓肿']","['硫唑嘌呤片', '醋酸泼尼松片']"
精子增多症,"['精子凝集', '精子质量下降']","['仙乐雄胶囊', '枸橼酸氯米芬胶囊', '生精片', '五子衍宗片', '甲磺酸溴隐亭片', '生精胶囊', '龙鹿丸', '黄精赞育胶囊', '枸橼酸氯米芬片', '五子衍宗丸']"
膀胱肿瘤,"['膀胱容量的减少', '腹部肿块', '排尿疼痛', '尿频', '膀胱刺激征', '盆腔肿块', '膀胱纤维化', '膀胱膨隆', '覃迅云', '尿急']","['去氧氟尿苷片', '替加氟片', '阿魏化痞膏', '消癌平片']"
触电,"['昏迷', '休克', '心脏骤停', '紫绀', '驻站医', '面色苍白', '头晕', '乏力', '心律失常', '心悸']","['布美他尼片', '呋塞米片', '生脉注射液', '人血白蛋白', '硫酸阿托品注射液', '呋塞米注射液', '参麦注射液', '注射用甲泼尼龙琥珀酸钠', '注射用果糖二磷酸钠']"
痉病,"['驻站医', '牙关紧闭', '抽搐', '角弓反张', '阵挛-强直型']","['白金丸', '伊来西胺片', '局方', '左乙拉西坦片', '牛黄宁宫片', '癫痫宁片', '拉莫三嗪片', '医痫丸', '丙戊酸钠缓释片', '二十五味珊瑚丸', '苯妥英钠片', '珍珠末', '奥卡西平片', '镇痫片', '珊瑚七十味丸', '盐酸氟桂利嗪胶囊', '丙戊酸镁片', '吡拉西坦片', '细辛脑胶囊', '天麻蜜环菌片']"
贲门黏膜撕裂综合征,"['动脉出血', '休克', '上消化道出血', '静脉出血', '腹痛', '静脉曲张', '呃逆', '恶心']",[]
迪厄拉富瓦病,['反复呕血'],"['止血宝片', '云南白药', '经血宁胶囊', '致康胶囊', '肾上腺色腙片', '泮托拉唑钠肠溶胶囊', '十五味黑药胶囊', '三七血伤宁散', '云南白药胶囊', '止血宝颗粒', '新血宝胶囊', '裸花紫珠分散片', '裸花紫珠胶囊', '裸花紫珠片', '三七血伤宁胶囊']"
久疟,"['便血', '腹泻', '恶心与呕吐']","['鳖甲胶', '青蒿琥酯阿莫地喹片', '蒿甲醚注射液', '盐酸多西环素胶丸', '复方磷酸萘酚喹片', '青蒿琥酯片', '磺胺甲噁唑片', '乌梅丸', '磺胺嘧啶片', '磷酸伯氨喹片', '柴胡注射液', '复方奎宁注射液', '磷酸氯喹片', '双氢青蒿素哌喹片']"
脯肽酶缺乏症,"['斑丘疹', '视力障碍', '骨质疏松', '鞍鼻', '智力发育迟缓']",[]
单纯性外阴阴道念珠菌病,"['尿频', '鳞屑', '外阴瘙痒', '尿急']","['硝酸咪康唑栓', '复方莪术油栓', '硝酸咪康唑乳膏', '硝酸布康唑阴道乳膏', '环吡酮胺乳膏', '聚维酮碘乳膏', '硝呋太尔阴道片', '伊曲康唑胶囊', '克霉唑阴道片', '氟康唑胶囊', '苦参栓', '氟康唑片', '复方曲安奈德乳膏']"
久泄,"['休克', '腹部不适', '腹泻', '腹痛', '乏力', '恶心', '胃酸缺乏']","['肠泰合剂', '复方丁香开胃贴', '源吉林甘和茶', '复方黄连素片', '双歧杆菌三联活菌散', '理中丸', '香砂六君丸', '双歧杆菌三联活菌胶囊', '枯草杆菌活菌胶囊', '保儿安颗粒', '枯草杆菌二联活菌肠溶胶囊', '小儿喜食糖浆', '回春散', '补中益气丸', '复方谷氨酰胺肠溶胶囊', '龙虎人丹', '藿香正气片', '复合乳酸菌胶囊', '双黄消炎片', '金菊五花茶颗粒']"
盘尾丝虫病,"['覃初丹', '剧痒', '结节', '角膜混浊', '瘙痒']","['盐酸左旋咪唑丸', '盐酸左旋咪唑糖浆', '盐酸左旋咪唑宝塔糖', '阿苯达唑片', '盐酸左旋咪唑片']"
宫颈复发癌,"['下肢水肿', '盆腔包块', '淋巴结肿大', '背痛', '肝转移', '骨转移', '食欲减退', '阴道不规则出血', '消瘦']","['氟尿嘧啶注射液', '甲氨蝶呤片', '艾迪注射液', '消癌平片', '消癌平胶囊', '重组人干扰素α2а栓', '注射用甲氨蝶呤', '羟基脲片', '注射用盐酸平阳霉素', '重组人干扰素α2a栓', '复方斑蝥胶囊', '消癌平糖浆', '消癌平口服液']"
疱疹样皮炎,"['角质层过度增厚', '疱疹', '湿疹', '丘疹', '四肢苔藓样变', '紧张', '剧痒', '风团', '瘙痒']","['阿昔洛韦乳膏', '利巴韦林颗粒', '阿莫西林分散片', '利巴韦林含片', '阿昔洛韦凝胶', '阿昔洛韦缓释片']"
酒胀,"['腹围增大', '酒后四肢酸痛', '尿血', '便血', '腹部逐渐胀大', '医生', '酒后便血', '脉数']","['片仔癀胶囊', '护肝片', '垂盆草颗粒', '益肝灵片', '甘草酸二铵肠溶胶囊', '葡醛内酯片', '水飞蓟宾葡甲胺片']"
复发性髌骨脱位,"['摇摆步态', '膝关节肿胀积血', '髌后疼痛', '髌骨劳损']",['跳骨片']
盆底腹膜疝,"['占思乔', '胀感', '食欲不振', '里急后重', '腹痛', '便秘', '恶心']","['十香暖脐膏', '济生橘核丸', '茴香橘核丸', '十香丸', '参桂理中丸', '小儿暖脐膏']"
聚星障,"['流泪', '畏光', '眼痛', '角膜炎', '两眼干涩']","['妥布霉素眼膏', '依诺沙星滴眼液', '诺氟沙星滴眼液', '眼氨肽滴眼液', '妥布霉素地塞米松眼膏', '氧氟沙星滴眼液', '复方尿维氨滴眼液', '地塞米松磷酸钠滴眼液', '维生素B2片', '妥布霉素滴眼液', '明目地黄丸', '氯霉素滴眼液', '复方硫酸新霉素滴眼液', '盐酸林可霉素滴眼液', '杞菊地黄丸', '熊胆丸', '妥布霉素地塞米松滴眼液']"
宫颈腺癌,"['绝经', '肛门坠胀', '阴道分泌物增多', '鳞状细胞化生']","['氟尿嘧啶注射液', '甲氨蝶呤片', '艾迪注射液', '消癌平片', '消癌平胶囊', '重组人干扰素α2а栓', '注射用甲氨蝶呤', '羟基脲片', '注射用盐酸平阳霉素', '重组人干扰素α2a栓', '复方斑蝥胶囊', '消癌平糖浆', '消癌平口服液']"
盆腔脓肿,"['腹部压痛', '肠鸣', '涂春银', '骶尾部窦道形成', '腹胀', '腹膜刺激征', '腹痛', '慢性盆腔疼痛', '恶心']","['奥硝唑氯化钠注射液', '克林霉素磷酸酯注射液', '盐酸克林霉素棕榈酸酯颗粒', '氯霉素片', '盐酸莫西沙星氯化钠注射液', '甲硝唑氯化钠注射液', '盐酸克林霉素氯化钠注射液']"
厥脱,"['血压下降', '面色苍白', '四肢发冷', '弱脉', '表情淡漠', '烦躁不安', '无尿', '少尿']","['布美他尼片', '呋塞米片', '生脉注射液', '人血白蛋白', '硫酸阿托品注射液', '呋塞米注射液', '参麦注射液', '注射用甲泼尼龙琥珀酸钠', '注射用果糖二磷酸钠']"
庚型病毒性肝炎,"['胆红素升高', '昏迷', '肝气犯脾', '乙肝e抗体（抗...']","['克癀胶囊', '乙肝扶正胶囊', '强肝片', '蜂胶片', '护肝片', '维生素C片', '蚁灵口服液', '肝爽颗粒', '龙胆泻肝丸', '金菌灵胶囊', '清肝利胆胶囊', '甘草酸二铵注射液', '异甘草酸镁注射液', '益肝灵滴丸', '健肝灵胶囊', '云芝肝泰颗粒', '逍遥丸', '茵栀黄软胶囊']"
皮肤B细胞淋巴样结节型增生,"['丘疹', '结节']","['甲氨蝶呤片', '苯丁酸氮芥片', '依托泊苷软胶囊', '醋酸泼尼松片', '曲安西龙片', '复方环磷酰胺片', '复方斑蝥胶囊', '醋酸地塞米松片']"
厥阴头痛,"['弦脉', '耳聋', '四肢发冷', '耳鸣', '气短', '头晕', '出冷汗', '眩晕']","['清凉油', '感冒清胶囊', '对乙酰氨基酚缓释片', '清眩片', '对乙酰氨基酚口服溶液', '夏桑菊颗粒', '氯芬黄敏片', '布洛芬缓释胶囊', '甲芬那酸片', '川芎茶调颗粒', '感冒咳嗽颗粒', '牛黄解毒丸', '酚咖片', '风油精', '天麻素胶囊', '建曲', '藿香正气片', '脉络舒通颗粒', '愈风宁心滴丸', '元胡止痛胶囊']"
急性纵隔炎,"['医生', '纵隔浊音界扩大', '耳痛', '休克', '呼吸困难', '胸骨后疼痛', '吞咽困难', '发绀', '心动过速']","['注射用阿洛西林钠', '石膏二十五味散', '清肺十八味丸', '氢化泼尼松注射液', '氢化可的松注射液']"
皮肤T细胞淋巴样增生,"['鳞屑', '结节', '衣玉品', '丘疹']","['曲安奈德益康唑乳膏', '咪康唑氯倍他索乳膏', '维生素B6片', '氧化锌软膏', '复方甘草酸苷片', '倍他米松片', '醋酸地塞米松片']"
厥证,"['昏迷', '驻站医', '四肢发冷', '面色苍白', '意识丧失', '出冷汗']","['大活络丸', '银杏叶片', '血塞通软胶囊', '甲磺酸二氢麦角碱缓释胶囊', '长春西汀片', '灯银脑通胶囊', '银杏达莫注射液', '脑心通胶囊', '蚓激酶肠溶胶囊', '血塞通片', '双嘧达莫片', '脑塞通丸', '脑脉泰胶囊', '藻酸双酯钠片', '曲克芦丁片', '复方丹蛭片', '通脉颗粒']"
皮肤阿米巴病,"['肉芽肿', '脓性分泌物', '兰红霞', '脓肿']","['复方甲苯咪唑片', '囊虫丸', '甲苯咪唑片']"
皲裂疮,['趾(指)环状缩窄带'],"['复方乳酸乳膏', '醋酸曲安奈德尿素软膏', '愈裂贴膏', '醋酸曲安奈德尿素乳膏', '参皇软膏', '尿素维E乳膏', '甘油醇溶液', '肝素钠乳膏', '尿素乳膏', '稀甘油', '紫归治裂膏']"
急性共同性斜视,"['瞳孔异常', '复视', '眼球震颤']",['注射用A型肉毒毒素']
皮肤白细胞破碎性血管炎,"['脓疱', '结节', '风团', '肌痛', '网状青斑', '系统性血管炎', '血疱', '瘙痒']","['醋酸泼尼松片', '曲克芦丁口服溶液', '马栗种子提取物片', '曲安西龙片', '益脉康软胶囊']"
皮肤白血病,"['阴部溃疡', '丘疹', '结节', '齿龈炎']","['醋酸地塞米松片', '依托泊苷软胶囊', '醋酸泼尼松龙片', '醋酸泼尼松片', '注射用盐酸表柔比星', '甘露聚糖肽片', '硫唑嘌呤片', '倍他米松片']"
考后综合症,"['抑郁', '精神障碍', '烦躁不安', '紧张']","['舒眠胶囊', '盐酸帕罗西汀片', '盐酸舍曲林片', '盐酸多塞平片', '盐酸氟西汀胶囊', '盐酸度洛西汀肠溶胶囊', '盐酸氯米帕明片', '盐酸文拉法辛胶囊', '安乐片', '氟哌噻吨美利曲辛片', '氯氮平片', '脑力静胶囊', '逍遥丸', '苯妥英钠片']"
老年性紫癜,"['衣玉品', '紫癜']","['维生素C片', '芦丁片', '断血流胶囊', '断血流分散片', '复方芦丁片', '维生素C咀嚼片', '环孢素软胶囊']"
皮肤卟啉病,"['丘疹', '光过敏', '胆囊结石', '血疱', '腹痛', '凹陷瘢痕', '胆结石', '结痂', '胆绞痛']","['天然胡萝卜素胶丸', '倍他胡萝卜素胶囊', '倍他胡萝卜素咀嚼片', '磷酸氯喹片']"
客忤,"['癫痫伴发的神经症', '婴儿睡觉惊跳', '小儿哭闹不安', '腹痛', '抽搐']","['小儿抗痫胶囊', '左乙拉西坦片', '丙戊酸钠片', '左乙拉西坦口服溶液', '扑米酮片', '苯妥英钠片']"
盆腔炎性肿块,"['钝痛', '盆腔肿块', '腹痛', '盆腔包块', '上腹囊性肿块']","['匹多莫德片', '白带丸', '宫炎平滴丸', '左氧氟沙星片', '盐酸左氧氟沙星胶囊', '宫炎康颗粒', '龙胆泻肝丸', '4:1分散片', '金刚藤口服液', '诺氟沙星片', '丹鳖胶囊', '止痛化癥片', '妇炎康复胶囊', '妇乐颗粒', '妇科分清丸', '乳酸左氧氟沙星片']"
皮肤穿入性毛囊和毛囊周角化病,"['角栓', '丘疹', '衣玉品', '结节']","['尿素软膏', '维A酸乳膏', '参皇乳膏']"
口糜,"['驻站医', '拒食', '口腔黏膜白斑', '小儿哭闹不安', '低热', '流涎']","['黄连上清片', '蜂胶片', '上清丸', '清火栀麦片', '牛黄解毒丸', '牛黄解毒片', '胸腺肽肠溶片', '知柏地黄丸', '复方氯己定含漱液', '清胃黄连丸', '甘草锌颗粒', '穿心莲片', '度米芬含片', '溶菌酶含片', '小儿化毒散', '栀子金花丸', '甘草锌胶囊', '清肺抑火片', '金菊五花茶颗粒']"
盆腔结缔组织炎,"['尿痛', '下腹坠痛', '腰酸', '腹痛', '恶心', '下腹痛']","['匹多莫德片', '白带丸', '宫炎平滴丸', '左氧氟沙星片', '盐酸左氧氟沙星胶囊', '宫炎康颗粒', '龙胆泻肝丸', '4:1分散片', '金刚藤口服液', '诺氟沙星片', '丹鳖胶囊', '止痛化癥片', '妇炎康复胶囊', '妇乐颗粒', '妇科分清丸', '乳酸左氧氟沙星片']"
皮肤恶性黑色素瘤,"['鳞屑', '色素脱失', '岳晗', '结节', '痣细胞', '爪甲和甲床表现...', '黑尿']","['注射用硫酸长春新碱', '125Ala注射液', '注射用重组人干扰素α2b', '注射用达卡巴嗪', '司莫司汀胶囊', '125Ala', '注射用盐酸米托蒽醌', '注射用硫酸长春地辛', '重组人干扰素α-2b注射液', '注射用重组人白介素-2', '羟基脲片', '假单胞菌', '注射用重组人干扰素α2a']"
口腔粘膜病,"['粘膜增生性炎症', '颌下腺导管口有...', '口唇麻木', '声音嘶哑', '口腔粘膜有形似...', '舌体深裂', '口干舌燥', '咬嘴唇或舌', '口舌生疮']","['丁硼乳膏', '玄麦甘桔颗粒', '复方硼砂含漱液', '口腔炎喷雾剂', '上清丸', '依托红霉素片', '清火栀麦片', '牛黄解毒丸', '牛黄解毒片', '珍珠层粉', '复方氯己定含漱液', '穿心莲片', '西吡氯铵含漱液', '冬凌草片']"
前置血管,"['胎膜破裂', '胎心率改变', '低血压', '胎心不规则', '正弦胎心率', '胎儿心动过缓']","['千金保孕丸', '安胎丸', '安胎益母丸', '地诺前列酮栓']"
口腔粘膜黑棘皮病,"['弦脉', '热痰口臭', '口腔粘膜色素沉着', '黑斑', '苔黄腻', '硬化', '口唇严重充血呈红色']","['丁硼乳膏', '玄麦甘桔颗粒', '复方硼砂含漱液', '口腔炎喷雾剂', '上清丸', '依托红霉素片', '清火栀麦片', '牛黄解毒丸', '牛黄解毒片', '珍珠层粉', '复方氯己定含漱液', '穿心莲片', '西吡氯铵含漱液', '冬凌草片']"
皮肤发育不良,"['肉芽肿', '结痂']","['产后逐瘀片', '红花逍遥颗粒', '氢醌乳膏', '化瘀祛斑胶囊', '润伊容胶囊', '丝白祛斑软膏', '红花逍遥胶囊', '养荣祛斑膏', '景天祛斑胶囊', '调经祛斑片', '红花逍遥片', '小金胶囊', '理气化瘀口服液', '排毒养颜片', '舒肝颗粒', '祛斑调经胶囊', '排毒养颜胶囊', '调经祛斑胶囊', '气血和胶囊']"
